No,因縁名,因縁種類,因子1,因子2,因子3,効果サイズ,効果元表記,対象ステータス,係数カテゴリ,因縁係数,全体倍率,実効係数_因縁係数x2.24,因縁値式,陣形補正式,最終式
89,摂理探究,特殊因縁,博識,知将,神仏の徒,中,腕力・知力,知力,ステータス,0.0044,2.24,0.009856,知力=対象ライン3人知力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
90,巧言令色,特殊因縁,多才,長寿,世渡り上手,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
90,巧言令色,特殊因縁,多才,長寿,世渡り上手,大,魅力,魅力,ステータス,0.0082,2.24,0.018368,魅力=対象ライン3人魅力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
90,巧言令色,特殊因縁,多才,長寿,世渡り上手,中,気合・耐久力,気合,気合,0.006,2.24,0.01344,気合=対象ライン3人気合合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
90,巧言令色,特殊因縁,多才,長寿,世渡り上手,中,気合・耐久力,耐久力,ステータス,0.0044,2.24,0.009856,耐久力=対象ライン3人耐久力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
91,多芸多才,特殊因縁,多才,才腕,洒落者,特大,生命力,生命,生命,0.007,2.24,0.01568,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
91,多芸多才,特殊因縁,多才,才腕,洒落者,中,九光,生命,生命,,2.24,,生命=対象ライン3人生命合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
91,多芸多才,特殊因縁,多才,才腕,洒落者,中,九光,気合,気合,0.006,2.24,0.01344,気合=対象ライン3人気合合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
91,多芸多才,特殊因縁,多才,才腕,洒落者,中,九光,腕力,ステータス,0.0044,2.24,0.009856,腕力=対象ライン3人腕力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
91,多芸多才,特殊因縁,多才,才腕,洒落者,中,九光,耐久力,ステータス,0.0044,2.24,0.009856,耐久力=対象ライン3人耐久力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
91,多芸多才,特殊因縁,多才,才腕,洒落者,中,九光,器用さ,ステータス,0.0044,2.24,0.009856,器用さ=対象ライン3人器用さ合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
91,多芸多才,特殊因縁,多才,才腕,洒落者,中,九光,知力,ステータス,0.0044,2.24,0.009856,知力=対象ライン3人知力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
91,多芸多才,特殊因縁,多才,才腕,洒落者,中,九光,魅力,ステータス,0.0044,2.24,0.009856,魅力=対象ライン3人魅力合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
91,多芸多才,特殊因縁,多才,才腕,洒落者,中,九光,土,ステータス,0.0044,2.24,0.009856,土=対象ライン3人土合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
91,多芸多才,特殊因縁,多才,才腕,洒落者,中,九光,水,ステータス,0.0044,2.24,0.009856,水=対象ライン3人水合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
91,多芸多才,特殊因縁,多才,才腕,洒落者,中,九光,火,ステータス,0.0044,2.24,0.009856,火=対象ライン3人火合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
91,多芸多才,特殊因縁,多才,才腕,洒落者,中,九光,風,ステータス,0.0044,2.24,0.009856,風=対象ライン3人風合計×因縁係数×2.24,陣形値=因縁値合算×陣形倍率,floor(因縁値合算+陣形値)
