No,因縁名,因縁種類,因子1,因子2,因子3,効果サイズ,効果元表記,対象ステータス,係数カテゴリ,因縁係数,全体倍率,実効係数,因縁値式,陣形補正式,最終式
82,根性の塊,最新資料倍率,,,,,0.98%,火属性,陣法説明(6).xlsx,0.0098,1,0.0098,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
82,根性の塊,最新資料倍率,,,,,0.98%,風属性,陣法説明(6).xlsx,0.0098,1,0.0098,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,才腕の士,最新資料倍率,,,,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,才腕の士,最新資料倍率,,,,,0.98%,器用さ,陣法説明(6).xlsx,0.0098,1,0.0098,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,才腕の士,最新資料倍率,,,,,0.98%,土属性,陣法説明(6).xlsx,0.0098,1,0.0098,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,才腕の士,最新資料倍率,,,,,0.98%,水属性,陣法説明(6).xlsx,0.0098,1,0.0098,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,才腕の士,最新資料倍率,,,,,0.98%,火属性,陣法説明(6).xlsx,0.0098,1,0.0098,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
83,才腕の士,最新資料倍率,,,,,0.98%,風属性,陣法説明(6).xlsx,0.0098,1,0.0098,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
84,意気衝天,最新資料倍率,,,,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
84,意気衝天,最新資料倍率,,,,,1.65%,気合,陣法説明(6).xlsx,0.0165,1,0.0165,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
84,意気衝天,最新資料倍率,,,,,0.60%,器用さ,陣法説明(6).xlsx,0.006,1,0.006,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
84,意気衝天,最新資料倍率,,,,,0.60%,知力,陣法説明(6).xlsx,0.006,1,0.006,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,最新資料倍率,,,,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,最新資料倍率,,,,,1.20%,耐久力,陣法説明(6).xlsx,0.012,1,0.012,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,最新資料倍率,,,,,0.60%,魅力,陣法説明(6).xlsx,0.006,1,0.006,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,最新資料倍率,,,,,0.60%,土属性,陣法説明(6).xlsx,0.006,1,0.006,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,最新資料倍率,,,,,0.60%,水属性,陣法説明(6).xlsx,0.006,1,0.006,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,最新資料倍率,,,,,0.60%,火属性,陣法説明(6).xlsx,0.006,1,0.006,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,最新資料倍率,,,,,0.60%,風属性,陣法説明(6).xlsx,0.006,1,0.006,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
86,意気軒昂,最新資料倍率,,,,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
86,意気軒昂,最新資料倍率,,,,,1.20%,腕力,陣法説明(6).xlsx,0.012,1,0.012,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
86,意気軒昂,最新資料倍率,,,,,0.60%,器用さ,陣法説明(6).xlsx,0.006,1,0.006,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
86,意気軒昂,最新資料倍率,,,,,0.60%,魅力,陣法説明(6).xlsx,0.006,1,0.006,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
87,日進月歩,最新資料倍率,,,,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
87,日進月歩,最新資料倍率,,,,,0.60%,腕力,陣法説明(6).xlsx,0.006,1,0.006,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
87,日進月歩,最新資料倍率,,,,,0.60%,耐久力,陣法説明(6).xlsx,0.006,1,0.006,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
87,日進月歩,最新資料倍率,,,,,1.20%,器用さ,陣法説明(6).xlsx,0.012,1,0.012,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,最新資料倍率,,,,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,最新資料倍率,,,,,0.83%,気合,陣法説明(6).xlsx,0.0083,1,0.0083,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,最新資料倍率,,,,,1.20%,知力,陣法説明(6).xlsx,0.012,1,0.012,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,最新資料倍率,,,,,0.60%,土属性,陣法説明(6).xlsx,0.006,1,0.006,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,最新資料倍率,,,,,0.60%,水属性,陣法説明(6).xlsx,0.006,1,0.006,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,最新資料倍率,,,,,0.60%,火属性,陣法説明(6).xlsx,0.006,1,0.006,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,最新資料倍率,,,,,0.60%,風属性,陣法説明(6).xlsx,0.006,1,0.006,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,最新資料倍率,,,,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,最新資料倍率,,,,,0.60%,腕力,陣法説明(6).xlsx,0.006,1,0.006,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,最新資料倍率,,,,,0.60%,知力,陣法説明(6).xlsx,0.006,1,0.006,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,最新資料倍率,,,,,1.20%,土属性,陣法説明(6).xlsx,0.012,1,0.012,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,最新資料倍率,,,,,1.20%,水属性,陣法説明(6).xlsx,0.012,1,0.012,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,最新資料倍率,,,,,1.20%,火属性,陣法説明(6).xlsx,0.012,1,0.012,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,最新資料倍率,,,,,1.20%,風属性,陣法説明(6).xlsx,0.012,1,0.012,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
90,多才能弁,最新資料倍率,,,,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
90,多才能弁,最新資料倍率,,,,,0.83%,気合,陣法説明(6).xlsx,0.0083,1,0.0083,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
90,多才能弁,最新資料倍率,,,,,0.60%,耐久力,陣法説明(6).xlsx,0.006,1,0.006,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
90,多才能弁,最新資料倍率,,,,,1.20%,魅力,陣法説明(6).xlsx,0.012,1,0.012,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,最新資料倍率,,,,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,最新資料倍率,,,,,0.60%,腕力,陣法説明(6).xlsx,0.006,1,0.006,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,最新資料倍率,,,,,0.60%,耐久力,陣法説明(6).xlsx,0.006,1,0.006,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,最新資料倍率,,,,,0.60%,器用さ,陣法説明(6).xlsx,0.006,1,0.006,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,最新資料倍率,,,,,0.60%,知力,陣法説明(6).xlsx,0.006,1,0.006,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,最新資料倍率,,,,,0.60%,魅力,陣法説明(6).xlsx,0.006,1,0.006,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,最新資料倍率,,,,,0.60%,土属性,陣法説明(6).xlsx,0.006,1,0.006,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,最新資料倍率,,,,,0.60%,水属性,陣法説明(6).xlsx,0.006,1,0.006,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,最新資料倍率,,,,,0.60%,火属性,陣法説明(6).xlsx,0.006,1,0.006,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,最新資料倍率,,,,,0.60%,風属性,陣法説明(6).xlsx,0.006,1,0.006,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,神主・巫女,最新資料倍率別名,,,,,神主,生命,陣法説明(6).xlsx alias,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,神主・巫女,最新資料倍率別名,,,,,神主,気合,陣法説明(6).xlsx alias,0.0075,1,0.0075,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,神主・巫女,最新資料倍率別名,,,,,神主,腕力,陣法説明(6).xlsx alias,0.0033,1,0.0033,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,神主・巫女,最新資料倍率別名,,,,,神主,器用さ,陣法説明(6).xlsx alias,0.0033,1,0.0033,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,神主・巫女,最新資料倍率別名,,,,,神主,知力,陣法説明(6).xlsx alias,0.0044,1,0.0044,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,神仏の徒の絆,最新資料倍率別名,,,,,神仏の絆,生命,陣法説明(6).xlsx alias,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,神仏の徒の絆,最新資料倍率別名,,,,,神仏の絆,知力,陣法説明(6).xlsx alias,0.0098,1,0.0098,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,神仏の徒の絆,最新資料倍率別名,,,,,神仏の絆,魅力,陣法説明(6).xlsx alias,0.0098,1,0.0098,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,世渡り上手の絆,最新資料倍率別名,,,,,世渡り,生命,陣法説明(6).xlsx alias,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,世渡り上手の絆,最新資料倍率別名,,,,,世渡り,気合,陣法説明(6).xlsx alias,0.0135,1,0.0135,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,世渡り上手の絆,最新資料倍率別名,,,,,世渡り,魅力,陣法説明(6).xlsx alias,0.0098,1,0.0098,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,飛道具使いの絆,最新資料倍率別名,,,,,飛道具,生命,陣法説明(6).xlsx alias,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,飛道具使いの絆,最新資料倍率別名,,,,,飛道具,腕力,陣法説明(6).xlsx alias,0.0098,1,0.0098,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,飛道具使いの絆,最新資料倍率別名,,,,,飛道具,器用さ,陣法説明(6).xlsx alias,0.0098,1,0.0098,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,明敏の絆,最新資料倍率別名,,,,,明敏の士,生命,陣法説明(6).xlsx alias,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,明敏の絆,最新資料倍率別名,,,,,明敏の士,気合,陣法説明(6).xlsx alias,0.0135,1,0.0135,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,明敏の絆,最新資料倍率別名,,,,,明敏の士,知力,陣法説明(6).xlsx alias,0.0098,1,0.0098,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,宿将の絆,最新資料倍率別名,,,,,宿将の器,生命,陣法説明(6).xlsx alias,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,宿将の絆,最新資料倍率別名,,,,,宿将の器,腕力,陣法説明(6).xlsx alias,0.0098,1,0.0098,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,宿将の絆,最新資料倍率別名,,,,,宿将の器,魅力,陣法説明(6).xlsx alias,0.0098,1,0.0098,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,根性の絆,最新資料倍率別名,,,,,根性の塊,生命,陣法説明(6).xlsx alias,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,根性の絆,最新資料倍率別名,,,,,根性の塊,耐久力,陣法説明(6).xlsx alias,0.0098,1,0.0098,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,根性の絆,最新資料倍率別名,,,,,根性の塊,土属性,陣法説明(6).xlsx alias,0.0098,1,0.0098,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,根性の絆,最新資料倍率別名,,,,,根性の塊,水属性,陣法説明(6).xlsx alias,0.0098,1,0.0098,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,根性の絆,最新資料倍率別名,,,,,根性の塊,火属性,陣法説明(6).xlsx alias,0.0098,1,0.0098,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,根性の絆,最新資料倍率別名,,,,,根性の塊,風属性,陣法説明(6).xlsx alias,0.0098,1,0.0098,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,才腕の絆,最新資料倍率別名,,,,,才腕の士,生命,陣法説明(6).xlsx alias,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,才腕の絆,最新資料倍率別名,,,,,才腕の士,器用さ,陣法説明(6).xlsx alias,0.0098,1,0.0098,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,才腕の絆,最新資料倍率別名,,,,,才腕の士,土属性,陣法説明(6).xlsx alias,0.0098,1,0.0098,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,才腕の絆,最新資料倍率別名,,,,,才腕の士,水属性,陣法説明(6).xlsx alias,0.0098,1,0.0098,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,才腕の絆,最新資料倍率別名,,,,,才腕の士,火属性,陣法説明(6).xlsx alias,0.0098,1,0.0098,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,才腕の絆,最新資料倍率別名,,,,,才腕の士,風属性,陣法説明(6).xlsx alias,0.0098,1,0.0098,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,籠城名手,最新資料倍率別名,,,,,籠城名人,生命,陣法説明(6).xlsx alias,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,籠城名手,最新資料倍率別名,,,,,籠城名人,耐久力,陣法説明(6).xlsx alias,0.0098,1,0.0098,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,籠城名手,最新資料倍率別名,,,,,籠城名人,器用さ,陣法説明(6).xlsx alias,0.0048,1,0.0048,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,籠城名手,最新資料倍率別名,,,,,籠城名人,知力,陣法説明(6).xlsx alias,0.0048,1,0.0048,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,老練闊達,最新資料倍率別名,,,,,老練闘将,生命,陣法説明(6).xlsx alias,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,老練闊達,最新資料倍率別名,,,,,老練闘将,気合,陣法説明(6).xlsx alias,0.0135,1,0.0135,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,老練闊達,最新資料倍率別名,,,,,老練闘将,腕力,陣法説明(6).xlsx alias,0.005,1,0.005,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
alias,老練闊達,最新資料倍率別名,,,,,老練闘将,知力,陣法説明(6).xlsx alias,0.005,1,0.005,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
