No,因縁名,因縁種類,因子1,因子2,因子3,効果サイズ,効果元表記,対象ステータス,係数カテゴリ,因縁係数,全体倍率,実効係数,因縁値式,陣形補正式,最終式
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,,1.20%,耐久力,陣法説明(6).xlsx,0.012,1,0.012,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,,0.60%,魅力,陣法説明(6).xlsx,0.006,1,0.006,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,,0.60%,土属性,陣法説明(6).xlsx,0.006,1,0.006,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,,0.60%,水属性,陣法説明(6).xlsx,0.006,1,0.006,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,,0.60%,火属性,陣法説明(6).xlsx,0.006,1,0.006,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
85,質実剛健,特殊因縁,気鋭,内助の功,外交官,,0.60%,風属性,陣法説明(6).xlsx,0.006,1,0.006,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
86,意気軒昂,特殊因縁,信義,勇将,宿将,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
86,意気軒昂,特殊因縁,信義,勇将,宿将,,1.20%,腕力,陣法説明(6).xlsx,0.012,1,0.012,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
86,意気軒昂,特殊因縁,信義,勇将,宿将,,0.60%,器用さ,陣法説明(6).xlsx,0.006,1,0.006,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
86,意気軒昂,特殊因縁,信義,勇将,宿将,,0.60%,魅力,陣法説明(6).xlsx,0.006,1,0.006,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
87,日進月歩,特殊因縁,信義,明敏,飛道具使い,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
87,日進月歩,特殊因縁,信義,明敏,飛道具使い,,0.60%,腕力,陣法説明(6).xlsx,0.006,1,0.006,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
87,日進月歩,特殊因縁,信義,明敏,飛道具使い,,0.60%,耐久力,陣法説明(6).xlsx,0.006,1,0.006,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
87,日進月歩,特殊因縁,信義,明敏,飛道具使い,,1.20%,器用さ,陣法説明(6).xlsx,0.012,1,0.012,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,特殊因縁,博識,名臣,野心家,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,特殊因縁,博識,名臣,野心家,,0.83%,気合,陣法説明(6).xlsx,0.0083,1,0.0083,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,特殊因縁,博識,名臣,野心家,,1.20%,知力,陣法説明(6).xlsx,0.012,1,0.012,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,特殊因縁,博識,名臣,野心家,,0.60%,土属性,陣法説明(6).xlsx,0.006,1,0.006,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,特殊因縁,博識,名臣,野心家,,0.60%,水属性,陣法説明(6).xlsx,0.006,1,0.006,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,特殊因縁,博識,名臣,野心家,,0.60%,火属性,陣法説明(6).xlsx,0.006,1,0.006,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
88,雄材大略,特殊因縁,博識,名臣,野心家,,0.60%,風属性,陣法説明(6).xlsx,0.006,1,0.006,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,,0.60%,腕力,陣法説明(6).xlsx,0.006,1,0.006,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,,0.60%,知力,陣法説明(6).xlsx,0.006,1,0.006,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,,1.20%,土属性,陣法説明(6).xlsx,0.012,1,0.012,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,,1.20%,水属性,陣法説明(6).xlsx,0.012,1,0.012,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,,1.20%,火属性,陣法説明(6).xlsx,0.012,1,0.012,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
89,摂理探究,特殊因縁,博識,知将,神仏の徒,,1.20%,風属性,陣法説明(6).xlsx,0.012,1,0.012,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
90,多才能弁,特殊因縁,多才,長寿,世渡り上手,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
90,多才能弁,特殊因縁,多才,長寿,世渡り上手,,0.83%,気合,陣法説明(6).xlsx,0.0083,1,0.0083,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
90,多才能弁,特殊因縁,多才,長寿,世渡り上手,,0.60%,耐久力,陣法説明(6).xlsx,0.006,1,0.006,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
90,多才能弁,特殊因縁,多才,長寿,世渡り上手,,1.20%,魅力,陣法説明(6).xlsx,0.012,1,0.012,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,特殊因縁,多才,才腕,洒落者,,0.84%,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,特殊因縁,多才,才腕,洒落者,,0.60%,腕力,陣法説明(6).xlsx,0.006,1,0.006,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,特殊因縁,多才,才腕,洒落者,,0.60%,耐久力,陣法説明(6).xlsx,0.006,1,0.006,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,特殊因縁,多才,才腕,洒落者,,0.60%,器用さ,陣法説明(6).xlsx,0.006,1,0.006,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,特殊因縁,多才,才腕,洒落者,,0.60%,知力,陣法説明(6).xlsx,0.006,1,0.006,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,特殊因縁,多才,才腕,洒落者,,0.60%,魅力,陣法説明(6).xlsx,0.006,1,0.006,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,特殊因縁,多才,才腕,洒落者,,0.60%,土属性,陣法説明(6).xlsx,0.006,1,0.006,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,特殊因縁,多才,才腕,洒落者,,0.60%,水属性,陣法説明(6).xlsx,0.006,1,0.006,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,特殊因縁,多才,才腕,洒落者,,0.60%,火属性,陣法説明(6).xlsx,0.006,1,0.006,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
91,多芸多才,特殊因縁,多才,才腕,洒落者,,0.60%,風属性,陣法説明(6).xlsx,0.006,1,0.006,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
3,神主・巫女,職業因縁,神道,古神道,雅楽,,,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
3,神主・巫女,職業因縁,神道,古神道,雅楽,,,気合,陣法説明(6).xlsx,0.0075,1,0.0075,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
3,神主・巫女,職業因縁,神道,古神道,雅楽,,,腕力,陣法説明(6).xlsx,0.0033,1,0.0033,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
3,神主・巫女,職業因縁,神道,古神道,雅楽,,,器用さ,陣法説明(6).xlsx,0.0033,1,0.0033,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
3,神主・巫女,職業因縁,神道,古神道,雅楽,,,知力,陣法説明(6).xlsx,0.0044,1,0.0044,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
47,神仏の徒の絆,固有因縁,神仏の徒,神仏の徒,神仏の徒,,,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
47,神仏の徒の絆,固有因縁,神仏の徒,神仏の徒,神仏の徒,,,知力,陣法説明(6).xlsx,0.0098,1,0.0098,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
47,神仏の徒の絆,固有因縁,神仏の徒,神仏の徒,神仏の徒,,,魅力,陣法説明(6).xlsx,0.0098,1,0.0098,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
48,世渡り上手の絆,固有因縁,世渡り上手,世渡り上手,世渡り上手,,,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
48,世渡り上手の絆,固有因縁,世渡り上手,世渡り上手,世渡り上手,,,気合,陣法説明(6).xlsx,0.0135,1,0.0135,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
48,世渡り上手の絆,固有因縁,世渡り上手,世渡り上手,世渡り上手,,,魅力,陣法説明(6).xlsx,0.0098,1,0.0098,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
49,飛道具使いの絆,固有因縁,飛道具使い,飛道具使い,飛道具使い,,,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
49,飛道具使いの絆,固有因縁,飛道具使い,飛道具使い,飛道具使い,,,腕力,陣法説明(6).xlsx,0.0098,1,0.0098,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
49,飛道具使いの絆,固有因縁,飛道具使い,飛道具使い,飛道具使い,,,器用さ,陣法説明(6).xlsx,0.0098,1,0.0098,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
50,明敏の絆,固有因縁,明敏,明敏,明敏,,,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
50,明敏の絆,固有因縁,明敏,明敏,明敏,,,気合,陣法説明(6).xlsx,0.0135,1,0.0135,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
50,明敏の絆,固有因縁,明敏,明敏,明敏,,,知力,陣法説明(6).xlsx,0.0098,1,0.0098,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
51,宿将の絆,固有因縁,宿将,宿将,宿将,,,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
51,宿将の絆,固有因縁,宿将,宿将,宿将,,,腕力,陣法説明(6).xlsx,0.0098,1,0.0098,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
51,宿将の絆,固有因縁,宿将,宿将,宿将,,,魅力,陣法説明(6).xlsx,0.0098,1,0.0098,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
52,根性の絆,固有因縁,根性,根性,根性,,,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
52,根性の絆,固有因縁,根性,根性,根性,,,耐久力,陣法説明(6).xlsx,0.0098,1,0.0098,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
52,根性の絆,固有因縁,根性,根性,根性,,,土属性,陣法説明(6).xlsx,0.0098,1,0.0098,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
52,根性の絆,固有因縁,根性,根性,根性,,,水属性,陣法説明(6).xlsx,0.0098,1,0.0098,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
52,根性の絆,固有因縁,根性,根性,根性,,,火属性,陣法説明(6).xlsx,0.0098,1,0.0098,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
52,根性の絆,固有因縁,根性,根性,根性,,,風属性,陣法説明(6).xlsx,0.0098,1,0.0098,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
53,才腕の絆,固有因縁,才腕,才腕,才腕,,,生命,陣法説明(6).xlsx,0.0084,1,0.0084,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
53,才腕の絆,固有因縁,才腕,才腕,才腕,,,器用さ,陣法説明(6).xlsx,0.0098,1,0.0098,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
53,才腕の絆,固有因縁,才腕,才腕,才腕,,,土属性,陣法説明(6).xlsx,0.0098,1,0.0098,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
53,才腕の絆,固有因縁,才腕,才腕,才腕,,,水属性,陣法説明(6).xlsx,0.0098,1,0.0098,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
53,才腕の絆,固有因縁,才腕,才腕,才腕,,,火属性,陣法説明(6).xlsx,0.0098,1,0.0098,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
53,才腕の絆,固有因縁,才腕,才腕,才腕,,,風属性,陣法説明(6).xlsx,0.0098,1,0.0098,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
63,籠城名手,特殊因縁,名臣,神仏の徒,飛道具使い,,,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
63,籠城名手,特殊因縁,名臣,神仏の徒,飛道具使い,,,耐久力,陣法説明(6).xlsx,0.0098,1,0.0098,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
63,籠城名手,特殊因縁,名臣,神仏の徒,飛道具使い,,,器用さ,陣法説明(6).xlsx,0.0048,1,0.0048,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
63,籠城名手,特殊因縁,名臣,神仏の徒,飛道具使い,,,知力,陣法説明(6).xlsx,0.0048,1,0.0048,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
64,老練闊達,特殊因縁,明敏,野心家,長寿,,,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
64,老練闊達,特殊因縁,明敏,野心家,長寿,,,気合,陣法説明(6).xlsx,0.0135,1,0.0135,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
64,老練闊達,特殊因縁,明敏,野心家,長寿,,,腕力,陣法説明(6).xlsx,0.005,1,0.005,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
64,老練闊達,特殊因縁,明敏,野心家,長寿,,,知力,陣法説明(6).xlsx,0.005,1,0.005,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
