result_id,eiketsu_position_key,eiketsu_set_key,bond_set_key,eiketsu_ids,bond_ids,bond_count,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,登録元,備考
66,16496464|87334979|97364933|42143972|65288117|18693490,16496464|18693490|42143972|65288117|87334979|97364933,760378724|1636304095|1714897975|1948350679|1952765698|1977159726|2610078354|3244390646,16496464|87334979|97364933|42143972|65288117|18693490,1952765698|760378724|1977159726|2610078354|3244390646|1714897975|1948350679|1636304095,8,10624,2810,661,513,281,0,191,193,205,217,193,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
67,16496464|87334979|97364933|42143972|65288117|60475627,16496464|42143972|60475627|65288117|87334979|97364933,760378724|1636304095|1714897975|1948350679|1952765698|1977159726|2610078354|3244390646,16496464|87334979|97364933|42143972|65288117|60475627,2610078354|1952765698|760378724|3244390646|1714897975|1948350679|1977159726|1636304095,8,10127,2562,619,470,253,0,172,164,173,181,164,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
68,89823774|37184384|76290933|56555361|6064875|39273786,6064875|37184384|39273786|56555361|76290933|89823774,1913916333|2225312252|2687121143|3190387884|3291951894|3337786097|3900127887|4239170409,89823774|37184384|76290933|56555361|6064875|39273786,3337786097|2225312252|3291951894|2687121143|4239170409|3190387884|1913916333|3900127887,8,11277,2518,126,229,255,679,629,484,521,504,537,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
69,89823774|37184384|76290933|56555361|6064875|34871206,6064875|34871206|37184384|56555361|76290933|89823774,1913916333|2225312252|2687121143|3190387884|3291951894|3337786097|3900127887|4239170409,89823774|37184384|76290933|56555361|6064875|34871206,3337786097|2225312252|3291951894|2687121143|4239170409|3190387884|1913916333|3900127887,8,11100,2509,133,232,272,647,606,505,534,518,549,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
70,89823774|37184384|76290933|56555361|6064875|85641193,6064875|37184384|56555361|76290933|85641193|89823774,1913916333|2225312252|2687121143|3190387884|3291951894|3337786097|3900127887|4239170409,89823774|37184384|76290933|56555361|6064875|85641193,3337786097|2225312252|3291951894|2687121143|4239170409|3190387884|1913916333|3900127887,8,11175,2518,128,230,255,678,581,484,521,504,537,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
71,89823774|76290933|72522462|75364080|6064875|39273786,6064875|39273786|72522462|75364080|76290933|89823774,70516445|618096012|1913916333|2225312252|2687121143|3190387884|3291951894|4239170409,89823774|76290933|72522462|75364080|6064875|39273786,2225312252|3190387884|3291951894|2687121143|70516445|4239170409|618096012|1913916333,8,11550,2679,132,235,312,722,864,462,492,474,368,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
72,89823774|76290933|72522462|75364080|6064875|34871206,6064875|34871206|72522462|75364080|76290933|89823774,70516445|618096012|1913916333|2225312252|2687121143|3190387884|3291951894|4239170409,89823774|76290933|72522462|75364080|6064875|34871206,2225312252|3190387884|3291951894|2687121143|70516445|4239170409|618096012|1913916333,8,11373,2670,139,238,330,690,835,480,502,485,376,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
73,89823774|76290933|72522462|75364080|6064875|85641193,6064875|72522462|75364080|76290933|85641193|89823774,70516445|618096012|1913916333|2225312252|2687121143|3190387884|3291951894|4239170409,89823774|76290933|72522462|75364080|6064875|85641193,2225312252|3190387884|3291951894|2687121143|70516445|4239170409|618096012|1913916333,8,11447,2679,134,235,312,721,802,462,492,474,368,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
74,89823774|76290933|72522462|75364080|6064875|22106646,6064875|22106646|72522462|75364080|76290933|89823774,70516445|618096012|1913916333|2687121143|3190387884|3291951894|3337786097|4239170409,89823774|76290933|72522462|75364080|6064875|22106646,3337786097|3190387884|3291951894|2687121143|70516445|4239170409|618096012|1913916333,8,11966,2260,157,242,440,725,678,520,538,518,413,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
75,89823774|76290933|72522462|75364080|6064875|83805657,6064875|72522462|75364080|76290933|83805657|89823774,70516445|618096012|1913916333|2687121143|3190387884|3291951894|3337786097|4239170409,89823774|76290933|72522462|75364080|6064875|83805657,3337786097|3190387884|3291951894|2687121143|70516445|4239170409|618096012|1913916333,8,11890,2258,137,244,440,740,705,512,541,523,414,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
76,16496464|39942362|97364933|70833849|65288117|35216660,16496464|35216660|39942362|65288117|70833849|97364933,760378724|1636304095|1714897975|1948350679|1952765698|1977159726|2610078354|3244390646,16496464|39942362|97364933|70833849|65288117|35216660,2610078354|1952765698|760378724|3244390646|1714897975|1948350679|1977159726|1636304095,8,11138,2677,659,549,260,0,179,176,184,196,174,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
77,16496464|39942362|97364933|70833849|65288117|18693490,16496464|18693490|39942362|65288117|70833849|97364933,760378724|1636304095|1714897975|1948350679|1952765698|1977159726|2610078354|3244390646,16496464|39942362|97364933|70833849|65288117|18693490,2610078354|1952765698|760378724|3244390646|1714897975|1948350679|1977159726|1636304095,8,10927,2789,660,551,272,0,192,188,199,208,187,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
78,16496464|39942362|97364933|42143972|65288117|48430006,16496464|39942362|42143972|48430006|65288117|97364933,760378724|1636304095|1714897975|1948350679|1952765698|1977159726|2610078354|3244390646,16496464|39942362|97364933|42143972|65288117|48430006,2610078354|1952765698|760378724|3244390646|1714897975|1948350679|1977159726|1636304095,8,10784,2763,660,526,269,0,188,190,203,206,190,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
79,16496464|39942362|97364933|42143972|65288117|29603575,16496464|29603575|39942362|42143972|65288117|97364933,760378724|1636304095|1714897975|1948350679|1952765698|1977159726|2610078354|3244390646,16496464|39942362|97364933|42143972|65288117|29603575,2610078354|1952765698|760378724|3244390646|1714897975|1948350679|1977159726|1636304095,8,10094,2711,606,487,245,0,174,167,173,176,168,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
80,16496464|39942362|97364933|42143972|65288117|35216660,16496464|35216660|39942362|42143972|65288117|97364933,760378724|1636304095|1714897975|1948350679|1952765698|1977159726|2610078354|3244390646,16496464|39942362|97364933|42143972|65288117|35216660,1952765698|760378724|1977159726|2610078354|3244390646|1714897975|1948350679|1636304095,8,10920,2699,666,517,262,0,178,180,192,205,180,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
81,16496464|39942362|97364933|42143972|65288117|27325764,16496464|27325764|39942362|42143972|65288117|97364933,760378724|1636304095|1714897975|1948350679|1952765698|1977159726|2610078354|3244390646,16496464|39942362|97364933|42143972|65288117|27325764,2610078354|1952765698|760378724|3244390646|1714897975|1948350679|1977159726|1636304095,8,10799,2707,665,498,272,0,181,186,187,202,174,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
82,16496464|39942362|97364933|42143972|65288117|18693490,16496464|18693490|39942362|42143972|65288117|97364933,760378724|1636304095|1714897975|1948350679|1952765698|1977159726|2610078354|3244390646,16496464|39942362|97364933|42143972|65288117|18693490,1952765698|760378724|1977159726|2610078354|3244390646|1714897975|1948350679|1636304095,8,10709,2810,667,519,274,0,191,192,207,216,192,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
83,16496464|39942362|97364933|42143972|65288117|60475627,16496464|39942362|42143972|60475627|65288117|97364933,760378724|1636304095|1714897975|1948350679|1952765698|1977159726|2610078354|3244390646,16496464|39942362|97364933|42143972|65288117|60475627,2610078354|1952765698|760378724|3244390646|1714897975|1948350679|1977159726|1636304095,8,10212,2562,625,475,246,0,172,163,175,181,164,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
84,65584396|23659845|18823772|91853650|62167859|46105657,18823772|23659845|46105657|62167859|65584396|91853650,95603453|618096012|1539411415|1806394358|2918637613|3244390646|3337786097|4101920554,65584396|23659845|18823772|91853650|62167859|46105657,1539411415|4101920554|618096012|2918637613|3337786097|3244390646|1806394358|95603453,8,11057,553,451,242,371,384,916,373,423,430,306,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
85,89823774|98987984|76290933|56555361|6064875|39273786,6064875|39273786|56555361|76290933|89823774|98987984,1913916333|2225312252|2687121143|3190387884|3291951894|3337786097|3900127887|4239170409,89823774|98987984|76290933|56555361|6064875|39273786,3337786097|2225312252|3291951894|2687121143|4239170409|3190387884|1913916333|3900127887,8,10726,2410,113,224,249,676,621,477,505,530,511,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
86,89823774|98987984|76290933|56555361|6064875|34871206,6064875|34871206|56555361|76290933|89823774|98987984,1913916333|2225312252|2687121143|3190387884|3291951894|3337786097|3900127887|4239170409,89823774|98987984|76290933|56555361|6064875|34871206,3337786097|2225312252|3291951894|2687121143|4239170409|3190387884|1913916333|3900127887,8,10548,2401,120,227,265,644,599,498,518,544,523,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
87,89823774|98987984|76290933|56555361|6064875|85641193,6064875|56555361|76290933|85641193|89823774|98987984,1913916333|2225312252|2687121143|3190387884|3291951894|3337786097|3900127887|4239170409,89823774|98987984|76290933|56555361|6064875|85641193,3337786097|2225312252|3291951894|2687121143|4239170409|3190387884|1913916333|3900127887,8,10623,2410,115,224,249,674,574,477,505,530,511,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
88,6064875|78264585|46105657|70764716|73754285|7042970,6064875|7042970|46105657|70764716|73754285|78264585,70516445|618096012|1539411415|2627334406|2687121143|2918637613|3337786097|4065583492,6064875|78264585|46105657|70764716|73754285|7042970,3337786097|2918637613|4065583492|2627334406|1539411415|2687121143|618096012|70516445,8,10985,1831,260,282,462,589,754,671,779,796,615,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
89,46105657|78264585|22260832|81439164|20000021|65584396,20000021|22260832|46105657|65584396|78264585|81439164,70516445|618096012|1539411415|2687121143|2918637613|3337786097|3942185190|4065583492,46105657|78264585|22260832|81439164|20000021|65584396,1539411415|4065583492|3942185190|618096012|2918637613|3337786097|2687121143|70516445,8,10520,1817,285,322,569,449,700,507,578,581,487,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
90,46105657|78264585|22260832|81439164|20000021|73754285,20000021|22260832|46105657|73754285|78264585|81439164,70516445|618096012|1539411415|2687121143|2918637613|3337786097|3942185190|4065583492,46105657|78264585|22260832|81439164|20000021|73754285,1539411415|4065583492|3942185190|618096012|2918637613|3337786097|2687121143|70516445,8,10604,1817,270,314,555,459,710,510,594,591,480,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
91,89823774|28448794|76290933|56555361|6064875|39273786,6064875|28448794|39273786|56555361|76290933|89823774,1913916333|2225312252|2687121143|3190387884|3291951894|3337786097|3900127887|4239170409,89823774|28448794|76290933|56555361|6064875|39273786,3337786097|2225312252|3291951894|2687121143|4239170409|3190387884|1913916333|3900127887,8,10596,2389,112,215,238,653,578,449,485,477,499,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
92,89823774|28448794|76290933|56555361|6064875|34871206,6064875|28448794|34871206|56555361|76290933|89823774,1913916333|2225312252|2687121143|3190387884|3291951894|3337786097|3900127887|4239170409,89823774|28448794|76290933|56555361|6064875|34871206,3337786097|2225312252|3291951894|2687121143|4239170409|3190387884|1913916333|3900127887,8,10419,2380,119,218,254,621,556,471,497,491,511,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
93,89823774|28448794|76290933|56555361|6064875|85641193,6064875|28448794|56555361|76290933|85641193|89823774,1913916333|2225312252|2687121143|3190387884|3291951894|3337786097|3900127887|4239170409,89823774|28448794|76290933|56555361|6064875|85641193,3337786097|2225312252|3291951894|2687121143|4239170409|3190387884|1913916333|3900127887,8,10494,2389,114,215,238,651,531,449,485,477,499,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
94,89823774|72468473|76290933|56555361|6064875|39273786,6064875|39273786|56555361|72468473|76290933|89823774,1913916333|2225312252|2687121143|3190387884|3291951894|3337786097|3900127887|4239170409,89823774|72468473|76290933|56555361|6064875|39273786,3337786097|2225312252|3291951894|2687121143|4239170409|3190387884|1913916333|3900127887,8,10441,2389,107,215,241,653,578,449,492,470,499,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
95,89823774|72468473|76290933|56555361|6064875|34871206,6064875|34871206|56555361|72468473|76290933|89823774,1913916333|2225312252|2687121143|3190387884|3291951894|3337786097|3900127887|4239170409,89823774|72468473|76290933|56555361|6064875|34871206,3337786097|2225312252|3291951894|2687121143|4239170409|3190387884|1913916333|3900127887,8,10263,2380,113,218,257,621,556,471,505,484,511,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
96,89823774|72468473|76290933|56555361|6064875|85641193,6064875|56555361|72468473|76290933|85641193|89823774,1913916333|2225312252|2687121143|3190387884|3291951894|3337786097|3900127887|4239170409,89823774|72468473|76290933|56555361|6064875|85641193,3337786097|2225312252|3291951894|2687121143|4239170409|3190387884|1913916333|3900127887,8,10338,2389,109,215,241,651,531,449,492,470,499,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
97,77317269|65288117|95380774|68360833|19138207|73754285,19138207|65288117|68360833|73754285|77317269|95380774,618096012|1539411415|2431219077|3623586604|3695590648|3872659029|4126911837|4147499442,77317269|65288117|95380774|68360833|19138207|73754285,2431219077|3623586604|618096012|4147499442|3872659029|1539411415|3695590648|4126911837,8,11809,4283,106,188,416,644,378,633,640,641,528,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
